"id","issn_l","issn","display_name","type"
S4210220507,"0102-4736","[""0102-4736"", ""2525-5649""]",Clio,journal
S4210173513,"2027-1743","[""2027-1743"", ""2500-526X""]",Cuadernos de derecho penal,journal
S4210196586,"2080-8313","[""2080-8313"", ""2450-6796""]",Studia z Historii Społeczno-Gospodarczej XIX i XX Wieku,journal
S4210231909,"2570-4095","[""2570-4095"", ""2570-4087""]",Medienkulturen im digitalen Zeitalter,book series
S4210236893,"2470-427X","[""2470-427X"", ""2470-4261""]",Dante Studies,journal
S4210182710,"2651-4818","[""2651-4818""]",Eurasian Journal of Music and Dance,journal
S4210198903,"2567-3157","[""2567-3157"", ""2567-3076""]",Studien zur Migrations- und Integrationspolitik,book series
S4210238600,"0208-6050","[""0208-6050"", ""2450-6990""]",Acta Universitatis Lodziensis Folia Historica,journal
S4210210588,"2217-4958","[""2217-4958"", ""2466-5363""]",Civitas (Novi Sad),journal
S4210236910,"2662-9445","[""2662-9445"", ""2662-9453""]",Geschichte und Ethik der Polizei und öffentlichen Verwaltung,book series
S4210215076,"1896-7604","[""1896-7604"", ""2353-9852""]",Problemy Prawa Prywatnego Międzynarodowego,journal
S4306508498,,"[]",Dyskursy Młodych Andragogów,journal
S4306519778,,"[]",Mersin Üniversitesi Tıp Fakültesi Lokman Hekim Tıp Tarihi ve Folklorik Tıp Dergisi,journal
S4306526059,,"[]",Revista Ágora,journal
S4210215613,"2634-6117","[""2634-6117"", ""2634-6125""]",New directions in book history,book series
S4210200867,"2662-2726","[""2662-2726"", ""2662-2734""]",Gerechter Frieden,book series
S4210184790,"1042-8216","[""1042-8216"", ""2331-4427""]",Primary Sources & Original Works,journal
S4210196964,"2250-4087","[""2250-4087"", ""2545-8566""]",Perspectivas,journal
S4210171380,"0860-7435","[""0860-7435"", ""2450-1336""]",Acta Univeristatis Lodziensis Folia Librorum,journal
S4210171881,"2548-0545","[""2548-0545""]",Artuklu İnsan ve Toplum Bilim Dergisi,journal
S4210235248,"2409-434X","[""2409-434X""]",Contemporary era,journal
S4306506574,,"[]",Colloquia Germanica Stetinensia,journal
S4210193643,"2223-2095","[""2223-2095"", ""2310-3698""]",Vestnik Immanuel Kant Baltic Federal University,journal
S4210191469,"2318-8855","[""2318-8855""]",Epígrafe,journal
S4210174619,"1803-7380","[""1803-7380"", ""2336-4408""]",Brünner Beiträge zur Germanistik und Nordistik,journal
S4306502236,,"[]",Annales Universitatis Mariae Curie-Skłodowska. Sectio G. Ius,journal
S4210175821,"1975-2784","[""1975-2784""]",The Journal of Legal Studies,journal
S4306486737,,"[]",DICE Éditions eBooks,ebook platform
S4210190962,"0350-0802","[""0350-0802""]",Историјски часопис,journal
S4210173287,"1514-0121","[""1514-0121"", ""2346-8890""]",Auster,journal
S4306529068,"0036-3537","[""0036-3537""]",Salmanticensis,journal
S4210184294,"1842-2799","[""1842-2799"", ""2065-9539""]",Studia Universitatis Babeş-Bolyai Dramatica,journal
S4210207136,"2687-394X","[""2687-394X""]",Anadolu Üniversitesi Hukuk Fakültesi Dergisi,journal
S4210228238,"0809-9529","[""0809-9529"", ""1504-3495""]",Tidsskrift for eiendomsrett,journal
S2764938386,,"[]",Journal of Economic Sociology,journal
S4210174424,"1392-737X","[""1392-737X"", ""2669-2449""]",Archivum Lithuanicum,journal
S4306508198,,"[]",Diyalog Interkulturelle Zeitschrift Für Germanistik,journal
S4210195800,"2391-9450","[""2391-9450"", ""2450-4114""]",Hereditas Minariorum,journal
S4210229765,"0945-8484","[""0945-8484""]",Soziale Probleme,book series
S4210200837,"2334-7597","[""2334-7597"", ""2334-833X""]",Evropska revija za pravo osiguranja,journal
S2736878434,"2445-2394","[""2445-2394""]",Vergentis,journal
S4210173408,"0326-2774","[""0326-2774"", ""2524-9525""]",Prudentia Iuris,journal
S4210179944,"1221-8464","[""1221-8464"", ""2537-3048""]",ANALELE ȘTIINŢIFICE ALE UNIVERSITĂŢII „ALEXANDRU IOAN CUZA” DIN IAȘI (SERIE NOUĂ) ȘTIINŢE JURIDICE,journal
S4210225831,"2698-7546","[""2698-7546"", ""2703-0555""]",AI critique,book series
S4306535761,,"[]",Zeszyty Naukowe Państwowej Wyższej Szkoły Zawodowej im. Witelona w Legnicy,journal
S4210212435,"2524-4558","[""2524-4558"", ""2524-4566""]","Comparative, European and international criminal justice",book series
S4306535851,,"[]",Zeszyty Naukowe Wyższej Szkoły Finansów i Prawa w Bielsku-Białej,journal
S4210226211,"2146-7765","[""2146-7765""]",Eurasian Journal of Music and Dance,journal
S4220651611,"2695-6993","[""2695-6993""]",Gladius et Scientia Revista de Seguridad del CESEG,journal
S4210197224,"2522-8145","[""2522-8145"", ""2522-8153""]",Short studies in private international law,book series
S4210207069,"0166-0470","[""0166-0470"", ""2589-3343""]",Bulletin KNOB,journal
S4210204190,"0137-3587","[""0137-3587"", ""2353-303X""]",Studia Maritima,journal
S4210230362,"2525-9822","[""2525-9822""]",Revista de Política Judiciária Gestão e Administração da Justiça,journal
S4210229221,"2007-9125","[""2007-9125""]",Universos Jurídicos,journal
S4210183040,"2565-8565","[""2565-8565"", ""2565-9804""]",Memoria and Remembrance practices,book series
S4210200535,"2147-2599","[""2147-2599""]",Arşiv Dünyası,journal
S4210234685,"2605-4876","[""2605-4876"", ""2660-552X""]",IHERING CUADERNOS DE CIENCIAS JURÍDICAS Y SOCIALES,journal
S2735374455,,"[]",International Journal of Constitutional Law,journal
S4210198303,"1608-1714","[""1608-1714"", ""2664-3669""]",Revista de Derecho,journal
S4306507144,,"[]",CrimRxiv,journal
S4306488737,,"[]",Max Planck Institute for Legal History and Legal Theory eBooks,ebook platform
S4306531205,,"[]",Studime Filologjike,journal
S4210180420,"2329-1265","[""2329-1265"", ""2329-1273""]",Astronomy and Astrophysics,journal
S4387291372,"2710-0820","[""2710-0820""]",Social Sciences,journal
S4306510829,"0160-7154","[""0160-7154""]",Forum,journal
S2764437234,,"[]",Sales Management Review,journal
S4210202639,"1934-9971","[""1934-9971""]",Journal of the Society of Chemical Industry,journal
S4306500017,,"[]",ABM Proceedings,journal
S4306502450,,"[]",Anuario de Derecho Civil,journal
S4306507281,,"[]",Cuadernos de Historia Moderna,journal
S4306515569,,"[]",Journal of Family Research,journal
S4306524856,,"[]",PSICOTERAPIA E SCIENZE UMANE,journal
S4306526659,,"[]",Revista de Direito,journal
S4306527630,,"[]",Revista La Propiedad Inmaterial,journal
S4306530351,,"[]",SOCIOLOGIA DEL DIRITTO,journal
S4306531582,,"[]",Tarih İncelemeleri Dergisi,journal
S4306532846,,"[]",Ticaret ve Fikri Mülkiyet Hukuku Dergisi,journal
S4306533472,,"[]",Türkiye Adalet Akademisi Dergisi,journal
S4306534755,,"[]",Wiadomości Lekarskie,journal
S4306535460,,"[]",Yüzüncü Yıl Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,journal
S4387286669,"2011-7345","[""2011-7345"", ""2500-7319""]",Perspectivas,journal
S4393911616,"0013-9637","[""0013-9637""]",Episteme,journal
S4393913003,"0090-4449","[""0090-4449""]",Evaluation,journal
S4393913144,"0096-4026","[""0096-4026""]",Science studies,journal
S4393913764,"0193-4511","[""0193-4511""]",Science,journal
S4393914089,"0265-1076","[""0265-1076""]",Historian,journal
S4393915076,"0379-8208","[""0379-8208""]",Perspectivas,journal
S4393915137,"0391-6731","[""0391-6731""]",Clio,journal
S4393915157,"0392-7660","[""0392-7660""]",Balcanica,journal
S4393915279,"0440-8942","[""0440-8942""]",Historia,journal
S4393915619,"0711-6780","[""0711-6780""]",Environments,journal
S4393915985,"0860-8865","[""0860-8865""]",Wiadomości Lekarskie,journal
S4393916023,"0884-2043","[""0884-2043""]",Clio,journal
S4393917793,"1862-6122","[""1862-6122""]",Pädagogik,journal
S4393917802,"1865-4177","[""1865-4177"", ""2731-8486""]",Berliner Kommentare,journal
S4393919457,"2751-2061","[""2751-2061"", ""2751-207X""]",Göttinger Kolloquien zur Digitalisierung des Zivilverfahrensrechts,journal
S4393919785,"2940-8660","[""2940-8660""]",Interdisziplinäre Beiträge zu Medizin und Recht,journal
S4306488736,,"[]","Max Planck Institute for Foreign and International Criminal Law, Max Planck Society eBooks",ebook platform
S4306480412,,"[]",Szkoła Główna Planowania i Statystyki eBooks,ebook platform
S4306488173,,"[]",Instituto Jurídico da Faculdade de Direito Universidade de Coimbra eBooks,ebook platform
S4306506637,,"[]",Communications of the Byurakan Astrophysical Observatory,journal
S4306509864,,"[]",Estudios de Filosofía,journal
S4306512217,,"[]",Historical Studies,journal
S4394735469,"0323-889X","[""0323-889X""]",Internationale Revue der gesamten Hydrobiologie und Hydrographie,journal
S4394735815,"2551-9921","[""2551-9921"", ""2556-0182""]",Forum,journal
S4394736106,"2774-9932","[""2774-9932""]",Historia,journal
S4387290987,"2786-7455","[""2786-7455"", ""2786-7463""]",Київський юридичний журнал,journal
S4390297275,"2651-494X","[""2651-494X""]",Erzincan Binali Yıldırım Üniversitesi Hukuk Fakültesi Dergisi,journal
S4210193199,"0449-296X","[""0449-296X"", ""1542-9350""]",Journal of Polymer Science Part A-1 Polymer Chemistry,journal
S64313550,"0024-1318","[""0024-1318"", ""0375-930X"", ""1827-613X""]",Lettere al nuovo cimento della societa italiana di fisica/Lettere al nuovo cimento,journal
S5458151,"0010-5082","[""0010-5082"", ""1573-8345""]",Combustion Explosion and Shock Waves,journal
S4210225560,"0340-1227","[""0340-1227""]",Virchows Archiv A Pathological Anatomy and Histology,journal
S74992862,"0020-1650","[""0020-1650"", ""1878-3473""]",Inorganic and Nuclear Chemistry Letters,journal
S145550701,"0021-4434","[""0021-4434"", ""2432-4701""]",Transactions of the Japan Institute of Metals,journal
S3845260,"0925-9856","[""0925-9856"", ""1572-8102""]",Formal Methods in System Design,journal
S4210216997,"0026-086X","[""0026-086X"", ""2379-0083""]",Metallurgical Transactions,journal
S4210225782,"0038-5735","[""0038-5735""]",Soviet Powder Metallurgy and Metal Ceramics,journal
S4210204193,"0453-4654","[""0453-4654"", ""1883-8189""]",Transactions of the Society of Instrument and Control Engineers,journal
S4210181822,"0023-8236","[""0023-8236"", ""1432-1491""]",Langenbecks Archiv für Chirurgie,journal
S4210182214,"0023-4753","[""0023-4753""]",Kristall und Technik,journal
S136200794,"0015-8003","[""0015-8003"", ""1439-0337""]",Forstwissenschaftliches Centralblatt,journal
S4210240279,"0285-0192","[""0285-0192"", ""1880-4004""]",Journal of the Magnetics Society of Japan,journal
S44484883,"0006-3452","[""0006-3452"", ""1521-4037""]",Biometrische Zeitschrift,journal
S4210212822,"0044-3328","[""0044-3328""]",Zeitschrift für Physik,journal
S4210221508,"0038-531X","[""0038-531X""]",Soviet Atomic Energy,journal
S4210207684,"1572-1906","[""1572-1906""]",Critical issues in social justice,book series
S2764421628,"0065-2792","[""0065-2792"", ""1875-645X""]",Advances in inorganic chemistry and radiochemistry,book series
S4210185005,"0037-7813","[""0037-7813""]",Social Psychiatry,journal
S93469583,"0010-4817","[""0010-4817"", ""1572-8412""]",Computers and the Humanities,journal
S36400534,"0022-0841","[""0022-0841""]",Journal of Engineering Physics,journal
S132796962,"0082-500X","[""0082-500X"", ""1935-1275""]",Topics in stereochemistry,book series
S4210219890,"0341-2377","[""0341-2377""]",Reactivity and structure,book series
S103360871,"0138-4988","[""0138-4988"", ""1521-3846""]",Acta Biotechnologica,journal
S4210223132,"0068-6735","[""0068-6735"", ""2053-5899""]",Proceedings of the Cambridge Philological Society,journal
S199605113,"0707-8552","[""0707-8552"", ""1918-7033""]",Studies in Political Economy,journal
S4210232318,"0018-2222","[""0018-2222""]",Histochemie,journal
S4210212382,"0042-9929","[""0042-9929""]",Wärme- und Stoffübertragung,journal
S4210193042,"1422-4917","[""1422-4917"", ""1664-2880""]",Zeitschrift für Kinder- und Jugendpsychiatrie und Psychotherapie,journal
S4210197284,"0373-3149","[""0373-3149"", ""2296-6072""]",International series of numerical mathematics,book series
S4210183095,"0223-5102","[""0223-5102"", ""1724-2134""]",Mélanges de l École française de Rome Antiquité,journal
S4210232410,"0044-3433","[""0044-3433""]",Zeitschrift für Rechtsmedizin,journal
S18045734,"0012-0073","[""0012-0073""]",Deutsche Entomologische Zeitschrift,journal
S114989984,"0001-6705","[""0001-6705"", ""2064-3047""]",Acta Physica Academiae Scientiarum Hungaricae,journal
S4210191922,"0044-3565","[""0044-3565""]",Zeitschrift für Tierphysiologie Tierernährung und Futtermittelkunde,journal
S4210240008,"0094-8594","[""0094-8594""]",Journal of Purchasing and Materials Management,journal
S4210239529,"0015-816X","[""0015-816X""]",Fortschritte der Kieferorthopädie,journal
S933939914,"0571-7256","[""0571-7256"", ""1573-8191""]",Astrophysics,journal
S4210223608,"0341-5163","[""0341-5163""]",Nachrichten aus Chemie Technik und Laboratorium,journal
S2752137261,"0070-4067","[""0070-4067""]",Verhandlungen der Deutschen Gesellschaft für Innere Medizin,book series
S2092408,"1536-5581","[""1536-5581"", ""1541-1508""]",Conflict Resolution Quarterly,journal
S4210180489,"0373-8493","[""0373-8493""]",Mitteilungen aus dem Museum für Naturkunde in Berlin Zoologisches Museum und Institut für Spezielle Zoologie (Berlin),journal
S4210168859,"0041-3763","[""0041-3763""]",TMPM Tschermaks Mineralogische und Petrographische Mitteilungen,journal
S126659790,"1380-2038","[""1380-2038"", ""1478-2294""]",Archaeological Dialogues,journal
S86873097,"0018-2311","[""0018-2311"", ""2365-3108""]",Historia,journal
S165568285,"0076-2083","[""0076-2083"", ""1543-0480""]",Journal of Polymer Science Macromolecular Reviews,journal
S180862878,"0012-0936","[""0012-0936"", ""2365-9521""]",Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte,journal
S4210214978,"0005-8025","[""0005-8025""]",Beiträge aus der Plasmaphysik,journal
S126067636,"0162-4962","[""0162-4962"", ""1529-1456""]",Biography,journal
S4210206978,"0038-5565","[""0038-5565""]",Soviet Materials Science,journal
S4210221954,"0075-7209","[""0075-7209""]",Die Kulturpflanze,journal
S4210172790,"1431-7540","[""1431-7540""]",Research in criminology,book series
S4210231682,"0005-8076","[""0005-8076"", ""1865-9373""]",Beiträge zur Geschichte der deutschen Sprache und Literatur (PBB),journal
S4210205622,"0044-3581","[""0044-3581""]",Zeitschrift für Tierzüchtung und Züchtungsbiologie,journal
S42105605,"0045-205X","[""0045-205X"", ""1521-415X""]",Biologie in unserer Zeit,journal
S4210217168,"0021-1915","[""0021-1915""]",Isotopenpraxis Isotopes in Environmental and Health Studies,journal
S159387410,"1369-4154","[""1369-4154"", ""2044-2394""]",Kantian Review,journal
S163925792,"1082-9636","[""1082-9636"", ""1527-8263""]",Journal of Medieval and Early Modern Studies,journal
S4210207308,"0023-4834","[""0023-4834""]",KJ / Kritische Justiz,journal
S100930738,"0968-5650","[""0968-5650"", ""1474-0052""]",Financial History Review,journal
S4210218873,"1661-8157","[""1661-8157"", ""1661-8165""]",Praxis,journal
S15912774,"0039-7679","[""0039-7679"", ""1502-7805""]",Symbolae Osloenses,journal
S174752802,"1470-8396","[""1470-8396"", ""1470-840X""]",Law Probability and Risk,journal
S83308807,"0319-485X","[""0319-485X"", ""1748-0922""]",Religious Studies Review,journal
S92130131,"0001-6829","[""0001-6829"", ""2450-8462""]",Acta Poloniae Historica,journal
S2764385509,"2047-1025","[""2047-1025"", ""2047-1033""]",Transnational Environmental Law,journal
S4210227553,"0040-7585","[""0040-7585"", ""1571-8190""]",Tijdschrift voor Rechtsgeschiedenis / Revue d Histoire du Droit / The Legal History Review,journal
S167383514,"0013-3205","[""0013-3205"", ""2299-6184""]",Ekonomista,journal
S4210213625,"0454-1340","[""0454-1340"", ""2512-0980""]",Kölner Zeitschrift für Soziologie und Sozialpsychologie. Sonderheft,book series
S198211640,"0001-6241","[""0001-6241"", ""2296-4339""]",Acta Musicologica,journal
S4210169079,"2185-467X","[""2185-467X""]",Journal of Japan Society of Civil Engineers Ser B1 (Hydraulic Engineering),journal
S4210241092,"2641-0397","[""2641-0397""]",Sexual and Reproductive Health Matters,journal
S98369295,"0723-8886","[""0723-8886"", ""1433-8629""]",Medizinrecht,journal
S4210189761,"1436-4980","[""1436-4980"", ""1436-5006""]",wt Werkstattstechnik online,journal
S60253729,"0036-7818","[""0036-7818"", ""2235-1469""]",Schweizerische Zeitschrift fur Forstwesen,journal
S4210197436,"0340-1707","[""0340-1707"", ""1861-1559""]",Vierteljahrshefte zur Wirtschaftsforschung,journal
S29534538,"0254-9948","[""0254-9948"", ""2057-1690""]",Monumenta Serica,journal
S4210232409,"0041-1108","[""0041-1108""]",Transcultural Psychiatric Research Review,journal
S66198783,"0047-1801","[""0047-1801"", ""1882-9619""]",Nihon Daicho Komonbyo Gakkai Zasshi,journal
S4210231723,"0776-3824","[""0776-3824"", ""2034-7871""]",Kernos,journal
S4210191700,"0080-0791","[""0080-0791""]",Reine und angewandte Metallkunde in Einzeldarstellungen,book series
S4210220822,"0034-3102","[""0034-3102""]",Refractories,journal
S196837587,"1347-2658","[""1347-2658"", ""1880-3571""]",Horticultural Research (Japan),journal
S4210238086,"0077-0671","[""0077-0671""]",Monographien aus dem Gesamtgebiete der Psychiatrie,book series
S2914660007,"0916-7439","[""0916-7439"", ""1884-3670""]",Journal of the Japanese Society of Revegetation Technology,journal
S4210172970,"0001-544X","[""0001-544X"", ""1563-2563""]",Acta Chirurgica Austriaca,journal
