"item_id_citing","item_id_cited","citing_pubyear","ref_seq_nr","ref_pubyear","ref_item_title","ref_source_title","ref_authors","ref_volume","scopus_ref_issue","ref_pages","ref_doi","wos_ref_article_number","scopus_ref_text","scopus_ref_fulltext","wos_citation_context","ref_pubyear_regexp"
"2-s2.0-85142322664","2-s2.0-85094102290",2022,45,2012,Der digitale Nachlass und die Herausforderung postmortalen Persönlichkeitsschutzes im Internet,Juristenzeitung,"{""Martini, Mario""}","67","23","1145-1155",,,S,"Martini, Mario 2012.»Der digitale Nachlass und die Herausforderung postmortalen Persönlichkeitsschutzes im Internet«, in Juristenzeitung 67, 23, S. 1145-1155.",,
"2-s2.0-85142326891","2-s2.0-30744458057",2022,41,1946,Gesetzliches Unrecht und übergesetzliches Recht,Süddeutsche Juristenzeitung,"{""Radbruch, G""}",,,"105-108",,,S,"Radbruch, G . (1946): Gesetzliches Unrecht und übergesetzliches Recht, Süddeutsche Juristenzeitung, S . 105–108 .",,
"2-s2.0-85142557376","2-s2.0-85045040413",2018,34,2017,Was ist Europarecht?,Juristenzeitung,"{""Bogdandy, Armin""}","72","12","589-640",,,,"Bogdandy, Armin von 2017, Was ist Europarecht? Juristenzeitung 72 (12):589-640.",,
"2-s2.0-85143108451","2-s2.0-84881926404",2018,345,2010,Rechtswissenschaft-was ist das?,Juristenzeitung,"{""Kiesow, R.M.""}","65",,"586-591",,,,"Kiesow, R. M. ‘Rechtswissenschaft-was ist das?’ (2010) 65 JuristenZeitung 586-591.",,
"2-s2.0-85143396739","2-s2.0-85143435252",2013,21,1969,,Kodification Und Democratie,,,,"645",,,"Juristenzeitung, p","Kübler (1969) Kodification und Democratie. In: Juristenzeitung, p 645",,
"2-s2.0-85140631281","2-s2.0-85140630287",2022,85,2020,"Freundliche Übernahem, oder: Die Macht des „ersten Wortes“ - „Recht auf Vergessen“ als Paradigmenwechsel",,"{""THYM, DANIEL""}",,,"1017-1027",,,"Juristenzeitung, S","THYM, DANIEL, Freundliche Übernahem, oder: Die Macht des „ersten Wortes“ - „Recht auf Vergessen“ als Paradigmenwechsel, Juristenzeitung, 2020, S. 1017-1027",,
"2-s2.0-85142052306","2-s2.0-85154616189",2023,54,1959,§ 1004 BGB und das „nachbarliche Gemeinschaftsverhältnis“,JuristenZeitung,"{""Pleyer, K.""}","14","10","305-307",,,,Pleyer K (1959) § 1004 BGB und das „nachbarliche Gemeinschaftsverhältnis“. JuristenZeitung 14(10): 305–307.,,
"2-s2.0-85146681117","2-s2.0-85146705295",2021,20,2007,Jurysdykcyjne aspekty umownych i deliktowych zobowiązań elektronicznych w świetle rozporządzenia Rady (WE) nr 44/2001 – zagadnienia węzłowe [Jurisdictional aspects of electronic contractual and tort obligations under Council Regulation (EC) No 44/2001 – nodal issues],Kolizyjne aspekty zobowiązań elektronicznych,"{""Weitz, K.""}",,,"291",,,"20 in: J. Gołaczyński (ed), Wolters Kluwer, Warszawa: A. Tomaszek, Dochodzenie roszczeń z tytułu czynów niedozwolonych w Internecie [Pursuing claims for tort on the Internet], 11 Monitor Prawniczy 685 (2000); K. Cornils, Der Begehungsort von aeusserungsdelikten im Internet, 8 JuristenZeitung 394 (1999)","20 K. Weitz, Jurysdykcyjne aspekty umownych i deliktowych zobowiązań elektronicznych w świetle rozporządzenia Rady (WE) nr 44/2001 – zagadnienia węzłowe [Jurisdictional aspects of electronic contractual and tort obligations under Council Regulation (EC) No 44/2001 – nodal issues], in: J. Gołaczyński (ed.), Kolizyjne aspekty zobowiązań elektronicznych, Wolters Kluwer, Warszawa: 2007, p. 291; A. Tomaszek, Dochodzenie roszczeń z tytułu czynów niedozwolonych w Internecie [Pursuing claims for tort on the Internet], 11 Monitor Prawniczy 685 (2000); K. Cornils, Der Begehungsort von aeusserungsdelikten im Internet, 8 JuristenZeitung 394 (1999).",,
"2-s2.0-85147768091","2-s2.0-85150741737",2020,34,2003,"""EuGN, Urteil v. 11.2.2003-C-187/01 u. C-385/01 Gözütok u. Brügge. Anmerkung",JuristenZeitung (JZ),"{""KÜHNE, H.-H.""}","6",,"305-307",,,,"KÜHNE, H.-H. (2003), ""EuGN, Urteil v. 11.2.2003-C-187/01 u. C-385/01 Gözütok u. Brügge. Anmerkung"", JuristenZeitung (JZ), 6, pp.305-307",,
"2-s2.0-85150127397","2-s2.0-85150140644",2017,350,1946,,"Strafgerichtsbarkeit über Angehӧrige Des Feindstaates, Süddeutsche Juristenzeitung","{""Lüders, K.H.""}",,,,,,,"K.H. Lüders, Strafgerichtsbarkeit über Angehӧrige des Feindstaates, Süddeutsche Juristenzeitung, 1946, 216ff",,
"2-s2.0-85151501156","2-s2.0-85151559355",2021,14,1962,Operativer Eingriff und Einwilligung des Verletzten,Neue Juristenzeitung,"{""BOCKELMANN, Paul""}","1962",,"525-529",,,en,"BOCKELMANN, Paul (1962), “Operativer Eingriff und Einwilligung des Verletzten”, en: Neue Juristenzeitung, 1962, 525-529.",,
"2-s2.0-85152657477","2-s2.0-84921548546",2023,31,2008,Mythos Kodifikation: Ein rechtshistorischer Streifzug,JuristenZeitung,"{""KROPPENBERG, Inge""}","63","19","905-912",,,Jahrg,"KROPPENBERG, Inge. Mythos Kodifikation: Ein rechtshistorischer Streifzug. JuristenZeitung, Jahrg, v. 63, n. 19, p. 905-912, 2008.",,
"2-s2.0-85152663472","2-s2.0-85152676813",2023,25,1993,Der verfassungsrechtliche Schutz des ungeborenen menschlichen Lebens: zum zweiten Abtreibungsurteil des BVerfG,JuristenZeitung,"{""LEISNER-EGENSPERGER, A."",""STARCK, C.""}","17",,"818",,,"op.cit. e cf 25 BVerfGE 88, 203 Schwangerschaftsabbruch II, parr. 159-ff. Vd. in","25 BVerfGE 88, 203 - Schwangerschaftsabbruch II, parr. 159-ff. Vd. A. LEISNER-EGENSPERGER, op.cit. e cf. C. STARCK, Der verfassungsrechtliche Schutz des ungeborenen menschlichen Lebens: zum zweiten Abtreibungsurteil des BVerfG, in JuristenZeitung, 17, 1993, 818.",,
"2-s2.0-85152663472","2-s2.0-85152712150",2023,26,,Die Strafbarkeit des ärztlichen Anerbietens zum Schwangerschaftsabbruch im Internet nach § 219a StGB – eine Strafvorschrift im Kampf gegen die Normalität,Neue Juristische Wochenschrift,"{""WALTHER, S."",""HERMES, G."",""BERGHÄU-SER, G.""}","46",,,,,"op.cit., 2338 26 BVerfGE 88, 203 Schwangerschaftsabbruch II, parr. 179. Vd. in JuristenZeitung, 10, 2018, 499; H. TRÖNDLE, Das Schwangeren und Familienhilfeänderungsgesetz, in 1995, 3011-3012","26 BVerfGE 88, 203 - Schwangerschaftsabbruch II, parr. 179. Vd. S. WALTHER, G. HERMES, op.cit., 2338; G. BERGHÄU-SER, Die Strafbarkeit des ärztlichen Anerbietens zum Schwangerschaftsabbruch im Internet nach § 219a StGB – eine Strafvorschrift im Kampf gegen die Normalität, in JuristenZeitung, 10, 2018, 499; H. TRÖNDLE, Das Schwangeren- und Familienhilfeänderungsgesetz, in Neue Juristische Wochenschrift, 46, 1995, 3011-3012.",,
"2-s2.0-85152663472","2-s2.0-85152712173",2023,28,2022,Aufhebung des § 219a StGB und Kassation von Strafurteilen: Eine verfassungsrechtliche Analyse,JuristenZeitung,"{""KUBICIEL, M.""}","19",,"936",,,"28 Sulla proceduralizzazione della tutela del nascituro vd. in","28 Sulla proceduralizzazione della tutela del nascituro vd. M. KUBICIEL, Aufhebung des § 219a StGB und Kassation von Strafurteilen: Eine verfassungsrechtliche Analyse, in JuristenZeitung, 19, 2022, 936.",,
"2-s2.0-85167880727","2-s2.0-85167899967",2020,1,1989,Weiterleben nach dem Tode - juristisch betrachtet,Juristenzeitung,"{""SCHACK, H.""}","44","13","609-615",,,Viz upravený text této přednášky Jahrg. Nr. s,"Viz upravený text této přednášky v SCHACK, H. Weiterleben nach dem Tode - juristisch betrachtet. Juristenzeitung. 1989, Jahrg. 44, Nr. 13, s. 609-615.",,
"2-s2.0-85167880727","2-s2.0-85167910090",2020,2,,,,,"50",,,,,"BGHZ (Sbírka rozhodnutí německého Spolkového soudního dvora civilních věcech), s. 133, 138 an. Mephisto (níže pozn. 49); KRÜGER-NIELAND, G. Persönlichkeitsschutz Verstorbener als Schranke der Freiheit der Kunst Zum Mephisto-Urteil des I. Zivilsenats des Bundesgerichtshofs 20. März 1968 I ZR 44/66. GRUR (Gewerblicher Rechtsschutz und Urheberrecht). 1968, Hf. 9, s. 523, 524; HELDRICH, A. Der Persönlichkeitsschutz Verstorbener KUCHINKE, K. (ed). Rechtsbewahrung und Rechtsentwicklung. Festschrift für Heinrich Lange zum 70. Geburtstag. München: C. H. Beck, 1970, s. 163, 167; SCHACK, H. Weiterleben nach dem Tode juristisch betrachtet. Juristenzeitung. 1989, Bd. 44, Hf. 13, s. 614; SCHACK, H. Das Persönlichkeitsrecht der Urheber und ausübenden Künstler nach dem Tode. GRUR (Gewerblicher Rechtsschutz und Urheberrecht). 1985, Hf. 5, s. 352, 355, 361; LUTHER, C. Grundlagen des postmortalen Persönlichkeitsschutzes. V&R Unipress, 2009, s. 117 an.; totéž platí pro Rakousko PIERER, J. Postmortaler Schutz von Persönlichkeitsrechten. Wien: Verlag Österreich, 2018, s. 33 an.; KLIPPEL, D. Der zivilrechtliche Schutz des Namens. Paderborn: Ferdinand Schöningh, 1985, s. 553","BGHZ (Sbírka rozhodnutí německého Spolkového soudního dvora v civilních věcech), 50, s. 133, 138 an. - Mephisto (níže pozn. 49); KRÜGER-NIELAND, G. Persönlichkeitsschutz Verstorbener als Schranke der Freiheit der Kunst - Zum Mephisto-Urteil des I. Zivilsenats des Bundesgerichtshofs vom 20. März 1968 - I ZR 44/66. GRUR (Gewerblicher Rechtsschutz und Urheberrecht). 1968, Hf. 9, s. 523, 524; HELDRICH, A. Der Persönlichkeitsschutz Verstorbener. In: KUCHINKE, K. (ed.). Rechtsbewahrung und Rechtsentwicklung. Festschrift für Heinrich Lange zum 70. Geburtstag. München: C. H. Beck, 1970, s. 163, 167; SCHACK, H. Weiterleben nach dem Tode - juristisch betrachtet. Juristenzeitung. 1989, Bd. 44, Hf. 13, s. 614; SCHACK, H. Das Persönlichkeitsrecht der Urheber und ausübenden Künstler nach dem Tode. GRUR (Gewerblicher Rechtsschutz und Urheberrecht). 1985, Hf. 5, s. 352, 355, 361; LUTHER, C. Grundlagen des postmortalen Persönlichkeitsschutzes. V&R Unipress, 2009, s. 117 an.; totéž platí pro Rakousko - PIERER, J. Postmortaler Schutz von Persönlichkeitsrechten. Wien: Verlag Österreich, 2018, s. 33 an.; KLIPPEL, D. Der zivilrechtliche Schutz des Namens. Paderborn: Ferdinand Schöningh, 1985, s. 553.",,
"2-s2.0-85140181487","2-s2.0-84953216184",2021,117,1986,Die kurze Freiheitsstrafe — eine Sanktion mit Zukunft?,Juristenzeitung,"{""Weigend, T.""}","41",,"260-269",,,,"Weigend, T. 1986. Die kurze Freiheitsstrafe — eine Sanktion mit Zukunft? Juristenzeitung 41: 260-269.",,
"2-s2.0-85143396994","2-s2.0-85143387047",2021,15,2004,Die ZPO-Reform – 1000 Tage danach,Juristenzeitung (JZ),"{""Greger, R.""}","17","3","805-817",,,,Greger R (2004) Die ZPO-Reform – 1000 Tage danach. Juristenzeitung (JZ) 17(3):805–817,,
"2-s2.0-85143396994","2-s2.0-85037350986",2021,26,2011,Warum die Initiative ‘Law – Made in Germany’ bislang zum Scheitern verurteilt ist,Juristenzeitung (JZ),"{""Peter, A.F.""}",,"19","939-946",,,,Peter AF (2011) Warum die Initiative ‘Law – Made in Germany’ bislang zum Scheitern verurteilt ist. Juristenzeitung (JZ) 19:939–946,,
"2-s2.0-85143396994","2-s2.0-84938984220",2021,31,2013,Bedeutungsverluste der Zivilgerichtsbarkeit durch Verbrauchermediation,Juristenzeitung (JZ),"{""Roth, H.""}",,"13","637-644",,,,Roth H (2013) Bedeutungsverluste der Zivilgerichtsbarkeit durch Verbrauchermediation. Juristenzeitung (JZ) 13:637–644,,
"2-s2.0-85167880727","2-s2.0-85167900484",2020,5,2016,"Anmerkung zu BGH, Beschluß v. 14. 6. 2005 - 5 StR 129/05 (LG Hamburg)",Erbrecht,"{""LEIPOLD, D.""}","60",,,,,"BVerfGE (Sbírka rozhodnutí německého Ústavního soudu), 112, s. 332, 348 OTTE, G., Juristenzeitung. 2005, Bd. s. 1010; BGHZ 118, s. 361, 365. Citlivě omezeno prostřednictvím (rozhodnutí BVerfGE 112, 332, 349 an. ústavně zajištěno články 14 odst. 1 věta 1, 6 odst. 1 Základního zákona) práva povinného dílu nejbližších příslušníků 2303 an. BGB; srov. 21. Auflage. Tübingen: Mohr Siebeck, marg. č. 72, s. 821 an","BVerfGE (Sbírka rozhodnutí německého Ústavního soudu), 112, s. 332, 348 = OTTE, G. Anmerkung zu BGH, Beschluß v. 14. 6. 2005 - 5 StR 129/05 (LG Hamburg). Juristenzeitung. 2005, Bd. 60, s. 1010; BGHZ 118, s. 361, 365. Citlivě omezeno prostřednictvím (rozhodnutí BVerfGE 112, 332, 349 an. ústavně zajištěno články 14 odst. 1 věta 1, 6 odst. 1 Základního zákona) práva povinného dílu nejbližších příslušníků v § 2303 an. BGB; srov. LEIPOLD, D. Erbrecht. 21. Auflage. Tübingen: Mohr Siebeck, 2016, marg. č. 72, s. 821 an.",,
"2-s2.0-85167880727","2-s2.0-85167886969",2020,16,2019,,,,,,,,,"BGH, Urteil 12. 7. 2018 III ZR 183/17 (KG). Juristenzeitung. Jhrg. 74, Hf. 5, s. 255, bod 24 Facebook-Account (3. Občanský senát Spolkového soudního dvora, obiter); LEIPOLD, D. Erbfolge Münchener Kommentar zum Bürgerlichen Gesetzbuch: BGB. Band 10: Erbrecht 1922-2385. 7. Auflage. München: C. H. Beck, 2017, 1922, marg. č. 21. Pouze dohoda o nepřevoditelnosti nároku podle 399, 2. alternativa BGB nevede ještě k neděditelnosti; KUNZ, L J. von Staudingers Kommentar zum Bürgerlichen Gesetzbuch mit Einführungsgesetz und Nebengesetzen. Buch 5, Erbrecht. Berlin: Sellier de Gruyter, 2017, 1922 BGB, marg. č. 73; BUSCHE, J J. von Staudingers Kommentar zum Bürgerlichen Gesetzbuch mit Einführungsgesetz und Nebengesetzen. Buch 2, Recht der Schuldverhältnisse. Berlin: Sellier de Gruyter, 2017, 399 BGB, marg. č. 78","BGH, Urteil v. 12. 7. 2018 - III ZR 183/17 (KG). Juristenzeitung. 2019, Jhrg. 74, Hf. 5, s. 255, bod 24 - Facebook-Account (3. Občanský senát Spolkového soudního dvora, obiter); LEIPOLD, D. Erbfolge. In: Münchener Kommentar zum Bürgerlichen Gesetzbuch: BGB. Band 10: Erbrecht §§ 1922-2385. 7. Auflage. München: C. H. Beck, 2017, § 1922, marg. č. 21. Pouze dohoda o nepřevoditelnosti nároku podle § 399, 2. alternativa BGB nevede ještě k neděditelnosti; KUNZ, L. In: J. von Staudingers Kommentar zum Bürgerlichen Gesetzbuch mit Einführungsgesetz und Nebengesetzen. Buch 5, Erbrecht. Berlin: Sellier - de Gruyter, 2017, § 1922 BGB, marg. č. 73; BUSCHE, J. In: J. von Staudingers Kommentar zum Bürgerlichen Gesetzbuch mit Einführungsgesetz und Nebengesetzen. Buch 2, Recht der Schuldverhältnisse. Berlin: Sellier - de Gruyter, 2017, § 399 BGB, marg. č. 78.",,
"2-s2.0-85167880727","2-s2.0-85167927155",2020,24,2018,"Persönlichkeitsrechte in der Krise - ein Notruf an den BGH, s. 476; BEUTHIEN, V. Vereitelt der Tod die Genugtuung?",GRUR (Gewerblicher Rechtsschutz und Urheberrecht),"{""HERMANN, T.""}",,,"957",,,"Zejména to není rozporu s 399, 1. alternativa. BGB; srov. SCHACK, H. Anmerkung. Juristenzeitung. Jhrg. 73, Hf. 1, s. 44, 45; 2014, Hf. 10, s. 959","Zejména to není v rozporu s § 399, 1. alternativa. BGB; srov. SCHACK, H. Anmerkung. Juristenzeitung. 2018, Jhrg. 73, Hf. 1, s. 44, 45; HERMANN, T. Persönlichkeitsrechte in der Krise - ein Notruf an den BGH, s. 476; BEUTHIEN, V. Vereitelt der Tod die Genugtuung? GRUR (Gewerblicher Rechtsschutz und Urheberrecht). 2014, Hf. 10, s. 957, 959.",,
"2-s2.0-85167880727","2-s2.0-85167926995",2020,29,1953,,,,"8",,,,,"BGHZ 8, s. 318, 324 FICKER, H. Bürgerliches Recht: Wird der Familienname eines Verstorbenen unter Hinzufügung seines Vornamens von einem Dritten gebraucht, so liegt darin auch ein Gebrauch des Namens der Witwe des Verstorbenen. Juristenzeitung. Bd. Hf. 23, s. 728 Pazifist; BGHZ 169, s. 193 bod 8 SCHACK, H. Anmerkung. Juristenzeitung. 2007, Jhrg. 62, Hf. 7, s. 364 kinskiklaus.de (1. Občanský senát Spolkového soudního dvora); OLG Stuttgart, 22. 5. 1996 4 U 44/96: Verwendung des Namens eines Verstorbenen als Verletzung des Namensrechts der Ehefrau. Neue Juristische Wochenschrift Rechtssprechungs Report. 1997, Hf. 10, s. 603; odkazy. Srov. SÄCKER, F. J. Natürliche Personen, Verbraucher, Unternehmer SCHUBERT, C. (ed). Münchener Kommentar zum Bürgerlichen Gesetzbuch: BGB. Band 1: Allgemeiner Teil 1-240. 8. Auflage. München: C. H. Beck, 2018, 12, marg. č. 41; srov. KLIPPEL, D. Der zivilrechtliche Schutz des Namens, s. 554 an. Také případe Rakouska OGH 4 Ob 366/70, ÖBl. 1972, 18; jiný pohled PIERER, J. Postmortaler Schutz von Persönlichkeitsrechten, s. 110-112","BGHZ 8, s. 318, 324 = FICKER, H. Bürgerliches Recht: Wird der Familienname eines Verstorbenen unter Hinzufügung seines Vornamens von einem Dritten gebraucht, so liegt darin auch ein Gebrauch des Namens der Witwe des Verstorbenen. Juristenzeitung. 1953, Bd. 8, Hf. 23, s. 728 - Pazifist; BGHZ 169, s. 193 bod 8 = SCHACK, H. Anmerkung. Juristenzeitung. 2007, Jhrg. 62, Hf. 7, s. 364 - kinskiklaus.de (1. Občanský senát Spolkového soudního dvora); OLG Stuttgart, 22. 5. 1996 - 4 U 44/96: Verwendung des Namens eines Verstorbenen als Verletzung des Namensrechts der Ehefrau. Neue Juristische Wochenschrift - Rechtssprechungs Report. 1997, Hf. 10, s. 603; odkazy. Srov. SÄCKER, F. J. Natürliche Personen, Verbraucher, Unternehmer. In: SCHUBERT, C. (ed.). Münchener Kommentar zum Bürgerlichen Gesetzbuch: BGB. Band 1: Allgemeiner Teil §§ 1-240. 8. Auflage. München: C. H. Beck, 2018, § 12, marg. č. 41; srov. KLIPPEL, D. Der zivilrechtliche Schutz des Namens, s. 554 an. Také v případe Rakouska OGH 4 Ob 366/70, ÖBl. 1972, 18; jiný pohled PIERER, J. Postmortaler Schutz von Persönlichkeitsrechten, s. 110-112.",,
"2-s2.0-85167880727","2-s2.0-85167889428",2020,70,2007,,MMR (Zeitschrift für IT-Recht und Recht der digitalisierung),,,,"168",,,"BGHZ 169, s. 193, 199 SCHACK, H. Anmerkung. Juristenzeitung. Jhrg. 62, Hf. 7, s. 364 STIEPER, M. BGH, 5. 10. 2006 I ZR 277/03: BGH: kinski-klaus.de (m. Anm. Stieper). 2007, Hf. 2, s. 106 GÖTTING, H.-P. BGH, 5. 10. 2006 I ZR 277/03: Verwendung des Namens einer verstorbenen Persönlichkeit als Internetadresse kinski.klaus.de (m. Anm. Götting). GRUR (Gewerblicher Rechtsschutz und Urheberrecht). 2007, Hf. 2, s. s nesouhlasným komentářem kinski-klaus.de (1. Občanský senát Spolkového soudního dvora)","BGHZ 169, s. 193, 199 = SCHACK, H. Anmerkung. Juristenzeitung. 2007, Jhrg. 62, Hf. 7, s. 364 = STIEPER, M. BGH, 5. 10. 2006 - I ZR 277/03: BGH: kinski-klaus.de (m. Anm. Stieper). MMR (Zeitschrift für IT-Recht und Recht der digitalisierung). 2007, Hf. 2, s. 106 = GÖTTING, H.-P. BGH, 5. 10. 2006 - I ZR 277/03: Verwendung des Namens einer verstorbenen Persönlichkeit als Internetadresse - kinski.klaus.de (m. Anm. Götting). GRUR (Gewerblicher Rechtsschutz und Urheberrecht). 2007, Hf. 2, s. 168 s nesouhlasným komentářem - kinski-klaus.de (1. Občanský senát Spolkového soudního dvora).",,
"2-s2.0-85167880727","2-s2.0-85167894871",2020,31,1967,,Das Persönlichkeitsrecht,"{""Souhlasně HUBMANN, H.""}",,,"343",,,"2. Auflage. Köln: Böhlau, s. an.; VON GAMM, O.-F. Wettbewerbsrecht. 5. Auflage. Köln: Heymann, 1987, 2. kap. 53 marg. č. 20; SCHACK, H. Zum Anspruch auf Vernichtung angeblich gefälschter Kunstwerke. Juristenzeitung. 1987, Bd. 42, Hf. 15/16, s. 776 s dalšími odkazy k OLG Schleswig Emil Nolde (srov. také KÖHLER, H. Bürgerliches Recht: Zur Abgrenzung von Gewährleistung und positiver Vertragsverletzung. Juristenzeitung. 1990, Bd. 45, Hf. 1, s. 41 k reviznímu rozsudku BGHZ 107, s. 384 SCHACK, H. Verfassungsrecht. Bürgerliches Recht: Zum postmortalen Persönlichkeitsrecht eines bekannten Malers. Juristenzeitung. 1990, Bd. 45, Hf. 1, s. 37); a SCHACK, H. Anmerkung. Juristenzeitung. 2007, Jhrg. 62, Hf. 7, s. 366 k Spolkovému soudnímu dvoru kinski-klaus.de (výše pozn. 29)","Souhlasně HUBMANN, H. Das Persönlichkeitsrecht. 2. Auflage. Köln: Böhlau, 1967, s. 343 an.; VON GAMM, O.-F. Wettbewerbsrecht. 5. Auflage. Köln: Heymann, 1987, 2. kap. 53 marg. č. 20; SCHACK, H. Zum Anspruch auf Vernichtung angeblich gefälschter Kunstwerke. Juristenzeitung. 1987, Bd. 42, Hf. 15/16, s. 776 s dalšími odkazy k OLG Schleswig - Emil Nolde (srov. také KÖHLER, H. Bürgerliches Recht: Zur Abgrenzung von Gewährleistung und positiver Vertragsverletzung. Juristenzeitung. 1990, Bd. 45, Hf. 1, s. 41 k reviznímu rozsudku BGHZ 107, s. 384 = SCHACK, H. Verfassungsrecht. Bürgerliches Recht: Zum postmortalen Persönlichkeitsrecht eines bekannten Malers. Juristenzeitung. 1990, Bd. 45, Hf. 1, s. 37); a SCHACK, H. Anmerkung. Juristenzeitung. 2007, Jhrg. 62, Hf. 7, s. 366 k Spolkovému soudnímu dvoru - kinski-klaus.de (výše pozn. 29).",,
