"citing_keyword","item_cnt"
"{Borough,Corporation,""Legal History"",""Municipal corporation""}",1
"{Bosnian,""Ethnic Cleansing"",Ethnicity}",1
"{Bosnian,""Possession (linguistics)"",Serbian}",1
"{""Boston Keratoprosthesis"",""Collagen Crosslinking"",""Endothelial Keratoplasty"",Keratoconus}",1
"{""Botanical garden"",Vegetation}",1
"{""Botnet Detection"",Botnet,""Command and control"",Detection,""Identification (biology)"",""Internet Traffic"",""Intrusion Detection""}",1
"{Botrytis,""Correct name"",""Fungal Diversity"",""Species name""}",1
"{""Bottling line"",Legitimation,""Winery Visits""}",1
"{""Boundary Layer Transition""}",1
"{""Bounded rationality"",""Common sense"",Decision-making,Heuristics,""Juror Comprehension""}",1
"{""Bounded rationality"",Decision-making}",1
{Bourdieu},1
"{Boycott,""Company Governance""}",1
"{Boycott,""Political Communication""}",1
"{""Brain Activation""}",1
"{""Brain Activation"",""brain localization""}",1
"{""Brain Death""}",1
"{""Brain Imaging"",""Cloning (programming)""}",1
"{""Brain Imaging"",Ukrainian}",1
"{""brain localization"",""brain research evolution""}",1
"{""brain localization"",""brain research evolution"",""cerebral cortex studies"",""Neurological Disorders"",""neuron doctrine""}",1
"{""brain localization"",Neuroethics,Neuropathology,""TRACE (psycholinguistics)""}",1
"{""Brain Oxygenation Monitoring"",""Cerebral Blood Flow Measurement"",""Oxygen Measurement""}",1
"{""brain research evolution"",""cerebral cortex studies""}",1
"{""brain research evolution"",""cerebral cortex studies"",""Neurological Disorders"",""neurological history"",""neurology training""}",1
"{""Brain Tumor Epidemiology"",""Ewing's Sarcoma"",Neuro-Oncology,Radiotherapy,""Soft Tissue Sarcoma""}",1
"{""Brain Tumors"",""Deep Learning for EEG"",""EEG Analysis"",""Epilepsy Detection"",""Neuromorphic Computing""}",1
"{""Branching Morphogenesis"",Differentiation,""Epigenetic Remodeling"",Reprogramming}",1
"{""Branching process"",""Matrix (chemical analysis)"",""Neutrino Flavor Transformation""}",1
"{""Brand Equity"",""Brand Management"",""Brand Performance"",""Brand Trust"",""Reputation Measurement""}",1
{Branding},1
"{""Brand Performance""}",1
{Brassicaceae},1
"{""Brassica rapa""}",1
"{""Breach of contract"",""Civil code"",""Contract Law""}",1
"{""Breach of contract"",""Contract Law"",""Corporate Criminal Liability"",Delict}",1
"{""Breach of contract"",Enforcement,Excuse,""Legal History"",Litigation,""Possession (linguistics)"",""Property Rights"",""Unjust Enrichment""}",1
"{Breakage,""Chain scission"",""Fracture Mechanics"",Slippage,""Stress relaxation""}",1
"{Breakage,""Crystallization Kinetics"",Dispersity,Embrittlement,""Molar mass"",""Polymer Crystallization""}",1
"{""Breast Cancer"",""Breast Tumours"",Mammography,""Phyllodes tumor"",""Phyllodes Tumors""}",1
"{""Breast Cancer Detection"",""Clinical Prototype"",""Microwave Imaging""}",1
"{""Breast Cancer Diagnosis"",Cancer}",1
"{""Breast Cancer Screening"",""Cancer Incidence""}",1
"{Breastfeeding,""Breastfeeding Duration"",""Breastfeeding Promotion"",""Breastfeeding Support"",""Exclusive Breastfeeding"",""Sexual intercourse""}",1
"{""Breast Reconstruction""}",1
"{""Breast Tumours""}",1
"{""Breath Analysis"",""Bronchodilator Agents"",Ethylamine,Sympathomimetics}",1
"{""Breath Analysis"",Propene}",1
"{Breeding,""Livestock Breeding""}",1
"{Brexit,""De facto"",""Political Dynamics"",""Refugee law"",""Similarity (geometry)""}",1
"{Brexit,Directive,""European Company Law"",""Position (finance)"",""Regulatory Competition"",Restructuring}",1
"{Brexit,""EU citizenship"",""Free movement"",""Treaty of Lisbon""}",1
"{Brexit,""EU citizenship"",""Migration Law"",Scrutiny,""Social rights""}",1
"{Brexit,""European Integration""}",1
"{Brexit,""European Private Law""}",1
"{Brexit,""Financial Liberalization"",Populism}",1
"{Brexit,Pandemic,Reactionary,""Social Boundaries"",Xenophobia}",1
"{Bribery,""Economic crime"",""Evasion (ethics)"",""Language change"",""Tax evasion""}",1
"{Brick,Constitutionalism,Peacekeeping,""Steppe Civilizations""}",1
"{""Bridge Design"",""Suspension Bridges""}",1
"{""Bridge Engineering""}",1
"{""Bridge (graph theory)"",""Bridge Inspection"",""Infrastructure Inspection""}",1
"{""Bridge (graph theory)"",""Bridge Inspection"",Kansei}",1
"{""Bridge (graph theory)"",Bureaucracy,""Hierarchical organization"",""Institutional Isomorphism"",Macro,""Organizational structure""}",1
"{""Bridge (graph theory)"",""Business Intelligence"",""Information System Integration"",""IT Alignment"",""Organizational Performance"",""Rest (music)"",""Strategic Information Systems Planning"",""Value (mathematics)""}",1
"{""Bridge (graph theory)"",""Civil society"",""Corporate Environmentalism"",""Global governance""}",1
"{""Bridge (graph theory)"",""Clinical Decision Support"",""Openness to experience"",""Vulnerability (computing)""}",1
"{""Bridge (graph theory)"",""Contract Law""}",1
"{""Bridge (graph theory)"",""Organizational ecology"",""Section (typography)""}",1
"{""Brillouin Spectroscopy"",""Brillouin zone"",""Glass Transition"",""Liquid-liquid Phase Transition"",Supercooling}",1
"{""Brillouin Spectroscopy"",""Critical point (mathematics)"",""Liquid-liquid Phase Transition"",""Speed of sound""}",1
"{""Brinell scale"",Welding}",1
"{""British imperialism"",Christianization,""Class formation"",""Upper class"",""White (mutation)""}",1
"{""British imperialism"",Colonialism,Commonwealth,""Community policing"",""Independence (probability theory)""}",1
"{""British imperialism"",Colonialism,""empire and identity""}",1
"{""British imperialism"",""Economic Growth"",""empire and identity"",""imperial networks""}",1
"{""British imperialism"",""empire and identity"",Geopolitics,Imperialism,Internationalism}",1
"{""British imperialism"",Eulogy}",1
"{""British imperialism"",""General strike""}",1
"{""British Politics"",""Independence (probability theory)"",""Realigning election""}",1
"{Brittleness,Elongation,""Mechanical Properties"",Polystyrene}",1
"{Brittleness,""Injection Molding""}",1
{Broadband},1
"{Broadband,Internet,""Mobile Telecommunications""}",1
"{""Broadband Wireless Access"",""Cognitive Radios"",""Connectionless communication"",""Dynamic Spectrum Access"",""Frequency-hopping spread spectrum"",""Opportunistic Spectrum Access"",""Spectrum Sharing""}",1
"{""Broad spectrum"",Degreasing,""Environmental Impacts"",Hepatotoxin,Xenobiotic}",1
"{Bromazepam,""Drug Discovery"",Oxazepam}",1
{Bronchiectasis},1
"{""Bronchoalveolar Lavage"",""Interstitial Lung Disease"",""Mechanical Ventilation""}",1
{Bronze},1
"{Bronze,Elite,""Middle Ages"",Nothing}",1
"{Bronze,""Fused Deposition Modeling""}",1
"{Bronze,Greeks,""Hellenistic Period""}",1
"{""Bronze Age""}",1
"{""Bronze Age"",Bronze,Chronology,Ninth,Peninsula}",1
"{""Brown seaweed"",""Weighted Spaces""}",1
"{""Brown trout"",""Phylogenetic Analysis""}",1
{Brucellosis},1
"{""Brussels Regulation"",Certainty,""Choice of Law"",CLARITY,""Legal certainty"",Predictability}",1
"{""Brussels Regulation"",Certainty,""Choice of Law"",""Legal certainty"",Predictability}",1
"{""Brussels Regulation"",Certainty,""Divergence (linguistics)"",""Legal certainty""}",1
"{""Brussels Regulation"",""Choice of Law"",""European Legal Systems"",Ibis,""Relevance (law)""}",1
"{""Brussels Regulation"",""Contract Law"",""European Private Law"",""Private International Law""}",1
"{""Brussels Regulation"",""Contract Law"",Regulations}",1
"{""Brussels Regulation"",""Copyright Law"",""European Private Law"",""Intellectual Property Rights"",""Private International Law""}",1
"{""Brussels Regulation"",""Cross-Border Litigation"",Ibis,""Position (finance)""}",1
"{""Brussels Regulation"",""Cross-Border Litigation"",""Private International Law""}",1
"{""Brussels Regulation"",""European commission""}",1
"{""Brussels Regulation"",""Exclusive jurisdiction"",""Jurisdiction Agreements"",Obligation,Regulations}",1
"{""Brussels Regulation"",""Member state"",Redress}",1
"{""Brussels Regulation"",""Private International Law"",""Succession Regulation""}",1
"{""Brussels Regulation"",Prospectus}",1
"{""Brussels Regulation"",""Succession Regulation""}",1
"{""B-Type Natriuretic Peptide""}",1
"{""Bubble Column Reactors"",Sparging}",1
{Buddhism},1
"{""Bulb Production""}",1
"{Bulgarian,""Byzantine Philosophy"",Ceremony,Emperor,Historiography,Ruler}",1
"{Bulgarian,Citizenship}",1
"{Bulgarian,Danish,Estonian,""language and law"",Latvian,Lithuanian,Maltese,Polish,Romanian,Slovak}",1
"{Bulgarian,""Economic rent"",""Legal History"",Peasant}",1
"{Bulgarian,""Gender and Migration""}",1
"{""Bullous Pemphigoid"",""Epidermolysis Bullosa"",""Epidermolysis bullosa dystrophica""}",1
"{Bullying,Commit,""Peer Victimization""}",1
"{Bunches,""Plant Pathogens""}",1
"{""Bundle branch block"",""Cardiac Resynchronization Therapy"",""Heart Valve Surgery"",""Permanent pacemaker"",""PR interval"",""Prosthetic Valves Evaluation"",""Surgical Aortic-Valve Replacement"",""Transcatheter Aortic-Valve Replacement""}",1
"{""Bundle of rights"",Custodians,""Rights Expression Languages""}",1
"{""Burden of proof"",Canon,""Canon Law"",""Legal Analysis"",""Legal History""}",1
"{""Burden of proof"",""Closure (psychology)"",Decision-making,""Jury trial"",Publics}",1
"{""Burden of proof"",Conformity,""International Environmental Law"",""International Law"",Obligation,""Precautionary principle"",""Scope (computer science)""}",1
"{""Burden of proof"",Litigation}",1
"{""Burden of Proof"",Confusion}",1
"{""Burden of Proof"",Dice}",1
"{""Burden of Proof"",""European Arrest Warrant"",""Legal Evidence"",""Legal Translation"",""Mutual Recognition"",Warrant}",1
"{""Burden of Proof"",Persona}",1
"{Bureaucracy,""Capital (architecture)"",""Capital Structure"",""Common ownership"",Interlock,""Ownership Structure"",""Power network""}",1
"{Bureaucracy,""Capital (architecture)"",""Investment (military)"",""Public capital"",""Public Investment""}",1
"{Bureaucracy,""Capital Structure"",""Common ownership"",""Corporate Networks"",""Dominance (genetics)"",Elite,""Interlocking Directorates""}",1
"{Bureaucracy,""Civil servants""}",1
"{Bureaucracy,""Civil servants"",""Dominance (genetics)""}",1
"{Bureaucracy,""Corporate Networks"",""Dominance (genetics)"",Elite,""Elite Power Structure"",Interlock,""Interlocking Directorates"",Legitimation,""Position (finance)""}",1
"{Bureaucracy,Decree,""George (robot)"",Governor,Industrialisation,""Sustainability in Declining Cities""}",1
"{Bureaucracy,Democracy}",1
"{Bureaucracy,""Dynamics (music)"",""Institutional Change"",""Media coverage""}",1
"{Bureaucracy,""Economic History"",""Feature (linguistics)"",""Roman Empire""}",1
"{Bureaucracy,""Empirical evidence"",Honesty,""Institutional Quality"",""Invisible hand"",""Language change"",Opportunism,Rent-seeking}",1
"{Bureaucracy,""Everyday life"",Industrialisation,""Industrial Revolution"",Punctuality,""Social History""}",1
"{Bureaucracy,Governance,Institution,""Legalism (Western philosophy)"",Ruler}",1
"{Bureaucracy,Governance,""Language change""}",1
"{Bureaucracy,Governance,""normative power"",""Political Dynamics"",""Rationalization (economics)""}",1
"{Bureaucracy,Governance,""Organizational structure""}",1
"{Bureaucracy,Habitus,""Institutional Logics"",""Institutional Theory"",""Practice theory""}",1
"{Bureaucracy,History,""Independence (probability theory)"",Popularity,""Quarter (Canadian coin)""}",1
"{Bureaucracy,Immediacy,Rituals}",1
"{Bureaucracy,Irrationality,""Irrational number"",rationalization}",1
"{Bureaucracy,""Late 19th century"",""Revolutionary Historiography"",""Social order""}",1
"{Bureaucracy,""Legal culture"",""Legal History"",Nothing,""TRACE (psycholinguistics)""}",1
"{Bureaucracy,""Legal History"",Ruler}",1
"{Bureaucracy,""Organizational Change""}",1
"{Bureaucracy,""Public Administration""}",1
"{Bureaucracy,""Public Sector Decentralisation""}",1
"{Bureaucracy,""Roman Economy""}",1
"{""Burn rate (chemistry)"",Overpressure,""Slosh dynamics"",""Sucker Rod Pumping""}",1
{Bursitis},1
{Business},1
"{Business,Corporate,""Human Rights""}",1
"{""Business ecosystem"",""Mobility as a Service"",""Original equipment manufacturer"",Telematics}",1
"{""Business Ethics"",""Ethical Decision Making""}",1
"{""Business Ethics"",Goodwill,Safeguard,""Value (mathematics)""}",1
"{""Business history"",Corporation,""Organizational Change"",""Shareholder primacy"",""Shareholder value""}",1
"{""Business Intelligence"",""Data Warehousing"",Decentralization,""Digital Transformation"",""Predictive Analytics""}",1
"{""Business judgment rule"",""Company Governance"",""Corporate Law Arbitrage"",""EU Law"",""European Company Law""}",1
"{""Business judgment rule"",Corporation,""Fiduciary Duty""}",1
"{""Business judgment rule"",""European Company Law"",""Regulatory competition""}",1
"{""Business judgment rule"",""Fiduciary Duty""}",1
"{""Business Model Innovation"",Eco-Innovation,""Environmental Innovation"",""Resource Efficiency"",""Sustainable Supply Chain Management""}",1
"{""Business Models"",""Customer Integration"",""Modular Product Architecture"",""Platform-Based Product Development"",""Product Modularity""}",1
"{""Business Models"",""Customer Relationship Management"",""Network Organization Management"",""Strategic Marketing"",""Supply Chain Controlling""}",1
"{""Business Models"",""Digital Business Models"",""Network Effects"",""Network Externalities"",""Two-Sided Markets""}",1
"{""Business Models"",""Investment Decisions"",""Omni-Channel Strategy""}",1
"{""Business Process"",""Business Process Management"",""Predictive Process Monitoring"",""Process Models"",""Process Performance Measurement""}",1
"{""Business Process"",""Process Models"",""Robotic Process Automation""}",1
"{""Business Process Management"",""Business process reengineering"",""Predictive Process Monitoring"",""Process Models"",""Process Performance Measurement"",""Semantic Business Process Management""}",1
"{""Business Process Management"",""Predictive Process Monitoring"",""Process Models"",""Process Performance Measurement"",""Semantic Business Process Management""}",1
"{""Business relations"",""International business"",""Trade Contracts""}",1
"{""Business risks"",""Environmental Impacts"",Exposure,""Risk Assessment""}",1
"{""Butyl rubber"",""Conducting Polymers"",Isobutylene,""Polymer Blends"",""Thermal stability"",""Thermoplastic elastomer""}",1
"{Bycatch,""European commission"",""Fisheries law"",""Fisheries Sustainability"",""Maximum sustainable yield""}",1
"{Byssinosis,""Pesticide Exposure""}",1
"{Byssus,""Muscle tension"",""Sensory Feedback"",""Tonic (physiology)""}",1
"{Byzantine,Emperor}",1
"{""Byzantine-early Islamic Period"",Celibacy,""Early Islamic Transition"",""Sexual abstinence""}",1
"{""Byzantine-early Islamic Period"",""Middle Eastern studies"",""Ottoman empire""}",1
"{""Byzantine Philosophy"",""Byzantine studies"",""Capital (architecture)"",CONQUEST,Emperor}",1
"{""Byzantine Philosophy"",""Byzantine studies"",Eleventh,Emperor,""Late Antiquity"",Theocracy}",1
"{""Byzantine Philosophy"",""Byzantine studies"",Emperor}",1
"{""Byzantine Philosophy"",""Byzantine Understanding of Qur'an"",Byzantium,""Eastern Mediterranean"",""Medieval Christianity""}",1
"{""Byzantine Philosophy"",""Byzantine Understanding of Qur'an"",Exegesis}",1
"{""Byzantine Philosophy"",""Coercion (linguistics)"",Elite,Oppression}",1
"{""Byzantine Philosophy"",""Constant (computer programming)"",""Isolation (microbiology)"",Ninth,""Openness to experience""}",1
"{""Byzantine Philosophy"",""Content (measure theory)"",""Link (geometry)""}",1
"{""Byzantine Philosophy"",Craft,""Position (finance)"",""Roman Empire"",Salary}",1
"{""Byzantine Philosophy"",Neoplatonism}",1
"{""Byzantine Philosophy"",Obligation,""Sexual intercourse"",Wife}",1
"{""Byzantine Philosophy"",Onomastics}",1
"{""Byzantine Philosophy"",Serbian}",1
"{""Byzantine Understanding of Qur'an""}",1
"{""Byzantine Understanding of Qur'an"",Hebrew,Judgement,""Muslim Readings of Gospels"",""Sequence (biology)""}",1
"{""Byzantine Understanding of Qur'an"",Intertextuality,""Isolation (microbiology)"",Revelation}",1
"{""Byzantine Understanding of Qur'an"",""Late Antiquity"",Martyr,Piety,""Roman Empire""}",1
"{""Byzantine Understanding of Qur'an"",Liturgy}",1
"{""Byzantine Understanding of Qur'an"",Liturgy,""Medieval Christianity"",""Medieval Synagogue"",""Muslim Readings of Gospels"",Proclamation}",1
"{Byzantium,""Content (measure theory)""}",1
"{Byzantium,Kabbalah}",1
"{""Cabinet (room)"",""Consolidation (business)"",""Historical institutionalism"",Institutionalisation,""Policy Transfer"",Veto}",1
"{""Cabinet (room)"",Fictionality,""Narrative Theory"",Wonder}",1
"{""Cabinet (room)"",""George (robot)"",Papyrus,Rituals}",1
"{""Cabinet (room)"",Manuscripts,""Section (typography)"",""Value (mathematics)""}",1
"{""Cabinet (room)"",Memorandum,""Nazi Propaganda"",""Opposition (politics)""}",1
"{""Cabinet (room)"",""Nazi Propaganda""}",1
"{""Cabinet (room)"",Portraiture}",1
"{Cadastre,""Democratic legitimacy"",""Property management"",""Spatial planning""}",1
"{Cadastre,""Land Fragmentation"",Micronesian}",1
"{""CAD/CAM Integration"",""Computer-aided manufacturing"",""Concurrent engineering"",Manufacturing,""Process Planning"",""Rapid prototyping"",""Virtual Prototyping""}",1
